size_slug,ollama_ref,size_file,fit_status
8b,granite3-dense:8b,../sizes/8b.json,unknown
8b-instruct-fp16,granite3-dense:8b-instruct-fp16,../sizes/8b-instruct-fp16.json,no_fit
8b-instruct-q2-k,granite3-dense:8b-instruct-q2_K,../sizes/8b-instruct-q2-k.json,unknown
8b-instruct-q3-k-l,granite3-dense:8b-instruct-q3_K_L,../sizes/8b-instruct-q3-k-l.json,unknown
8b-instruct-q3-k-m,granite3-dense:8b-instruct-q3_K_M,../sizes/8b-instruct-q3-k-m.json,unknown
8b-instruct-q3-k-s,granite3-dense:8b-instruct-q3_K_S,../sizes/8b-instruct-q3-k-s.json,unknown
8b-instruct-q4-k-m,granite3-dense:8b-instruct-q4_K_M,../sizes/8b-instruct-q4-k-m.json,unknown
8b-instruct-q4-k-s,granite3-dense:8b-instruct-q4_K_S,../sizes/8b-instruct-q4-k-s.json,unknown
8b-instruct-q40,granite3-dense:8b-instruct-q4_0,../sizes/8b-instruct-q40.json,unknown
8b-instruct-q41,granite3-dense:8b-instruct-q4_1,../sizes/8b-instruct-q41.json,unknown
8b-instruct-q5-k-m,granite3-dense:8b-instruct-q5_K_M,../sizes/8b-instruct-q5-k-m.json,unknown
8b-instruct-q5-k-s,granite3-dense:8b-instruct-q5_K_S,../sizes/8b-instruct-q5-k-s.json,unknown
8b-instruct-q50,granite3-dense:8b-instruct-q5_0,../sizes/8b-instruct-q50.json,unknown
8b-instruct-q51,granite3-dense:8b-instruct-q5_1,../sizes/8b-instruct-q51.json,unknown
8b-instruct-q6-k,granite3-dense:8b-instruct-q6_K,../sizes/8b-instruct-q6-k.json,unknown
8b-instruct-q80,granite3-dense:8b-instruct-q8_0,../sizes/8b-instruct-q80.json,unknown
2b,granite3-dense:2b,../sizes/2b.json,unknown
2b-instruct-fp16,granite3-dense:2b-instruct-fp16,../sizes/2b-instruct-fp16.json,unknown
2b-instruct-q2-k,granite3-dense:2b-instruct-q2_K,../sizes/2b-instruct-q2-k.json,unknown
2b-instruct-q3-k-l,granite3-dense:2b-instruct-q3_K_L,../sizes/2b-instruct-q3-k-l.json,unknown
2b-instruct-q3-k-m,granite3-dense:2b-instruct-q3_K_M,../sizes/2b-instruct-q3-k-m.json,unknown
2b-instruct-q3-k-s,granite3-dense:2b-instruct-q3_K_S,../sizes/2b-instruct-q3-k-s.json,unknown
2b-instruct-q4-k-m,granite3-dense:2b-instruct-q4_K_M,../sizes/2b-instruct-q4-k-m.json,unknown
2b-instruct-q4-k-s,granite3-dense:2b-instruct-q4_K_S,../sizes/2b-instruct-q4-k-s.json,unknown
2b-instruct-q40,granite3-dense:2b-instruct-q4_0,../sizes/2b-instruct-q40.json,unknown
2b-instruct-q41,granite3-dense:2b-instruct-q4_1,../sizes/2b-instruct-q41.json,unknown
2b-instruct-q5-k-m,granite3-dense:2b-instruct-q5_K_M,../sizes/2b-instruct-q5-k-m.json,unknown
2b-instruct-q5-k-s,granite3-dense:2b-instruct-q5_K_S,../sizes/2b-instruct-q5-k-s.json,unknown
2b-instruct-q50,granite3-dense:2b-instruct-q5_0,../sizes/2b-instruct-q50.json,unknown
2b-instruct-q51,granite3-dense:2b-instruct-q5_1,../sizes/2b-instruct-q51.json,unknown
2b-instruct-q6-k,granite3-dense:2b-instruct-q6_K,../sizes/2b-instruct-q6-k.json,unknown
2b-instruct-q80,granite3-dense:2b-instruct-q8_0,../sizes/2b-instruct-q80.json,unknown
latest,granite3-dense:latest,../sizes/latest.json,unknown
